stt,name,business_id,website,email,phone,address,postal_code,city,province,keyword,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url
1154,Jänkä-Lapin Hlv Oy,2932816-5,,jankalappihlv@gmail.com,040 171 3173,Siljotie 4 B 7,99600,SODANKYLÄ,Lapin maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,598,13,8,,,https://www.finder.fi/yritys/3240749
1155,Järvimäki HR Solutions Oy,3267986-3,,,,Tuottajantie 53,60100,SEINÄJOKI,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1218,16,,,,https://www.finder.fi/yritys/3778188
1156,K Med Oy,2564056-5,,kaarel.kilk@gmail.com,040 017 6647,,,HELSINKI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,14,,9,,,https://www.finder.fi/yritys/2825078
1157,K&M Logistics Oy,3220138-4,,asiakaspalvelu@kmlogistics.fi,044 972 9353,Nuijamiestentie 5 B,00400,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,593,8,-36,,,https://www.finder.fi/yritys/3602426
1158,K-Niemet Oy,2454436-0,,,050 408 2673,Salmelantie 75,04660,NUMMINEN,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,11,2,1,,,https://www.finder.fi/yritys/2651231
1159,KA-Uranen Oy,3432190-2,https://www.rouvarekry.fi,,,Riekontie 17,49410,POITSILA,Kymenlaakson maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,28,,-2,,,https://www.finder.fi/yritys/4090745
1160,KAS Heljanko tmi,3176208-3,,,,Myllykoskentie 9,07170,PORNAINEN,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3549491
1161,KES Palvelut Oy,3019825-7,,info@kespalvelut.com,040 048 5060,,,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,43,1,-1,,,https://www.finder.fi/yritys/3321492
1162,KGB Henkilöstöpalvelut Oy,3009763-2,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,210,3,3,,,https://www.finder.fi/yritys/3310099
1163,KGF group Oy,3343436-6,,unaiskhan.finn@gmail.com,045 320 3024,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,891,10,47,,,https://www.finder.fi/yritys/3980708
1164,KJ Group Oy,3331387-1,,,,Puutarhakatu 3 A 70,70300,KUOPIO,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,107,2,-14,,,https://www.finder.fi/yritys/3965280
1165,KL Henkilöstöpalvelut Oy,3296565-9,,,,Linnankatu 26 A,20100,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1281,26,63,,,https://www.finder.fi/yritys/3838935
1166,KLM Power Oy,3283905-4,,info@klmpower.fi,,Syväsatamantie 10,49460,HAMINA,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2,,,,,https://www.finder.fi/yritys/3815108
1167,KMA Yhtiöt Oy,3270895-1,https://www.kmayhtiot.fi,kirsi.makinen@kmayhtiot.fi,,,,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,396,7,-20,,,https://www.finder.fi/yritys/3784223
1168,KOU Palvelu Oy,1741189-3,https://www.lisapalvelu.net,kouvola@lisapalvelu.net,,Salpausselänkatu 40,45100,KOUVOLA,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Siivousliike,Osakeyhtiö,,,-12,,,https://www.finder.fi/yritys/500449
1169,KS Bemanning Ab,3606455-9,,,,,,LUOTO,Pohjanmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4282851
1170,KS Burgerhenkilöstö Oy,1462416-4,https://www.hesburger.fi,keskus@hesburger.fi,02 480 890 00,Linnankatu 34,20100,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1836,49,3,,,https://www.finder.fi/yritys/486374
1171,KS Workers Oy,1508744-4,https://www.hesburger.fi,keskus@hesburger.fi,02 480 890 00,Linnankatu 34,20100,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1260,34,3,,,https://www.finder.fi/yritys/486375
1172,Sijaishoitajat Suomi Oy,3281107-8,https://www.kssh.fi,esa.vihtonen@kssh.fi,045 161 6333,Raijantie 7,44300,KONNEVESI,Keski-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,8,,-12,,,https://www.finder.fi/yritys/3810166
1173,KT-Henkilöstöpalvelut Oy,3418716-8,,,,Tetriläntie 1 A,90460,OULUNSALO,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1150,,8,,,https://www.finder.fi/yritys/4076747
1174,KT-Hockey Oy,0894827-7,,,040 059 7490,Järvenperä 45,23930,PYHÄMAA,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,25,,,https://www.finder.fi/yritys/866090
1175,KTPro Oy,3277701-7,https://www.ktpro.fi,teemu@ktpro.fi,050 543 9425,Korkianmutkantie 94,92700,KESTILÄ,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,18,1,,,,https://www.finder.fi/yritys/3801044
1176,KVH-Palvelut,2004739-1,,kvhpalvelut@gmail.com,045 196 1997,,,RIIHIMÄKI,Kanta-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3285553
1177,Kaarlo Noponen,3351027-7,,kaarlo.noponen@gmail.com,045 207 0950,Vairiontie 15,20780,KAARINA,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3990242
1178,Kaido Consulting Oy,3619030-1,,,,,,JÄRVENPÄÄ,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4300021
1179,"Kaidosk Rent OÜ, Suomen sivuliike",3527704-2,,info@kaidosk.ee,+37 253 487 848,,,HELSINKI,,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Ulkom.elinkeinonharj.sivuliike,,,,,,https://www.finder.fi/yritys/4197959
1180,Kaiku Henkilöstöpalvelut Rauma Oy,2601584-1,https://www.kaikuhr.fi,,050 313 2234,Tehtaankatu 6,26100,RAUMA,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3003,51,6,,,https://www.finder.fi/yritys/2871098
1181,Kainuun Työvoima Oy,3322912-7,https://www.kainuuntyovoima.fi,erik.udo@kainuuntyovoima.fi,041 313 9459,,,VUOKATTI,Kainuun maakunta,Henkilöstövuokraus,96999,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,159,,,,,https://www.finder.fi/yritys/3882765
1182,Kairest Oy,2925337-8,https://www.kairest.fi,pohjoissuomi@kairest.fi,044 794 1400,Nuaskatu 8 D H1,87400,KAJAANI,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Astiavuokraus; Henkilöstövuokraus; Konsultointipalvelut; Palkanlaskenta; Rekrytointi,Osakeyhtiö,1603,46,-145,,,https://www.finder.fi/yritys/422988
1183,Kaivuriapu Yhtiöt Oy,3255537-7,https://kaivuriapu.fi,samu@kaivuriapu.fi,044 531 6338,Aittatie 16,96100,ROVANIEMI,Lapin maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,613,10,,,,https://www.finder.fi/yritys/3753660
1184,Kajemi Henkilöstövuokraus Oy,3352962-1,,,,,,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,190,3,-7,,,https://www.finder.fi/yritys/3992441
1185,Kalket Oy,2859733-9,https://www.kalket.fi,pekka.i.kettunen@gmail.com,040 014 8810,Kalliokuja 8 as. 1,40900,SÄYNÄTSALO,Keski-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,80,,,,,https://www.finder.fi/yritys/3189600
1186,Kalle Nevala,3527178-3,,,040 541 4620,Visseli 1 B 17,90800,OULU,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4271521
1187,Kallinen Consulting Oy,2646209-4,https://www.kallinenconsulting.fi,tapio@kallinenconsulting.fi,040 356 8772,Linnankatu 21 B 43,20100,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,58,1,4,,,https://www.finder.fi/yritys/3029687
1188,Kalmed Oy,2142510-4,,annlonn@hotmail.com,050 367 8478,Itäinenkuja 2,06100,PORVOO,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,166,2,100,,,https://www.finder.fi/yritys/1619674
1189,Kaman,3288641-6,,,045 695 2820,,,KAUNIAINEN,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3824796
1190,Kamar Yhtiöt Oy,3624321-5,,,,,,NOORMARKKU,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4305687
1191,Kapaway Oy,3246173-3,https://www.kapaway.fi,kari@kapaway.fi,040 865 0930,Karhunkatu 17,20750,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,68,,-5,,,https://www.finder.fi/yritys/3691535
1192,KarPa Oy,3543486-1,,karri.pajunen@karpaoy.fi,,,,VANHA-ULVILA,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4211154
1193,Karama Taksi,3438966-7,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4098525
1194,Karjalainen Eemil Verneri,3483083-8,,eemilkarjalainen60@gmail.com,040 966 2058,Vuolijoentie 665,91700,VAALA,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4147206
1195,Karjasi Oy,3613082-7,,,,,,NIVALA,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4293911
1196,Karlsson Hoivapalvelut Oy,3371300-7,https://www.karlssonhoivapalvelut.fi,edikarlsson@outlook.com,045 187 1678,Soukantie 15 D 97,02360,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4016397
1197,Karma Group Henkilöstöpalvelut Oy,2804548-9,https://www.karmahr.fi,pekka.hoikkanen@saunalahti.fi,,Valkkistentie 3 E,37470,VESILAHTI,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1077,,33,,,https://www.finder.fi/yritys/3156760
1198,Kasel Oy,3558513-3,https://www.arkisirkus.fi,,,,,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4228227
1199,Kaspernikki Oy,1014814-8,,kaspernikki@gmail.com,043 200 6062,Kaakonojantie 31 A 6,37630,VALKEAKOSKI,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Matkatoimisto; Verkkokauppa,Osakeyhtiö,1,,,,,https://www.finder.fi/yritys/937559
1200,Kathen Yhtiöt Oy,3457760-9,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,78,2,2,,,https://www.finder.fi/yritys/4119901
1201,Kaukokiito Henkilöstö Oy,2239956-9,https://www.kaukokiito.fi,,010 5100,Teollisuustie 7,33330,TAMPERE,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,20447,323,244,,,https://www.finder.fi/yritys/2093531
1202,Kauniaisten lukion Osuuskunta Grani,2552873-3,https://www.kauniaistenlukio.fi,ilpo.ahlholm@kauniainen.fi,09 505 6411,Kasavuorentie 1,02700,KAUNIAINEN,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,15,2,-1,,,https://www.finder.fi/yritys/2811594
1203,Kausarit Oy,3601985-4,,kausaritoy@gmail.com,,,,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4277787
1204,Kaveriontti Oy,3197346-2,https://www.kaveriontti.fi,info@kaveriontti.fi,,Malminkaari 23 D,00700,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,1686,29,5,,,https://www.finder.fi/yritys/3573379
1205,Keikka Group Oy,3476841-3,,,,,,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,75,2,-3,,,https://www.finder.fi/yritys/4140800
1206,Keikka-Orava Oy,3144626-7,,tehikoski@kiito-orava.fi,040 038 5896,Sattulantie 127,13720,PAROLA,Kanta-Hämeen maakunta,Henkilöstövuokraus,49410,Tieliikenteen tavarankuljetus,Henkilöstövuokraus,Osakeyhtiö,33,2,1,,,https://www.finder.fi/yritys/3497742
1207,Keikkastarat Oy,3423040-2,,,,,,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4081262
1208,Keikkulan Kuljetus Oy,2990165-4,,keikkulan.kuljetus@gmail.com,,,,PYHÄLTÖ,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,108,,1,,,https://www.finder.fi/yritys/3278978
1209,Kekkeroos Oy,3244058-8,,sami.roos@kekkeroos.fi,050 371 3448,,,RAUMA,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,741,13,-27,,,https://www.finder.fi/yritys/3686629
1210,Kerstin Työvoimapalvelut,3361585-3,,kerstintyovoimapalvelut@gmail.com,040 488 8967,,,KIRKKONUMMI,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4004509
1211,Kesällit Oy,3365379-6,,ppakomaki@gmail.com,,Itäharjunkatu 32,20540,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,5,1,,,,https://www.finder.fi/yritys/4009053
1212,Kevytpalkka Oy,3542442-8,https://www.kevytpalkka.fi,,,Konalantie 7 C 22,00370,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4210756
1213,Kierrätysmestarit Oy,2339661-8,,annu5421@gmail.com,040 864 3234,Hiidenkirnujentie 994,07530,ASKOLA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,167,1,11,,,https://www.finder.fi/yritys/2313055
1214,Kiitäjät Personnel Oy,3158422-1,,jukka@kiitajat.fi,044 082 0885,Vajossuonkatu 9,20360,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2,1,,,,https://www.finder.fi/yritys/3522371
1215,Kilta Henkilöstöpalvelu Oy,1589409-4,https://www.kilta.fi,kilta@kilta.fi,020 779 2010,Hämeenkatu 15 3. krs,15110,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Rekrytointi,Osakeyhtiö,3297,81,203,,,https://www.finder.fi/yritys/353953
1216,Kippokiito Oy,3469587-5,,kippokiito.oy@gmail.com,,,,VANTAA,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,211,,18,,,https://www.finder.fi/yritys/4133281
1217,Kivix Construction,3632999-1,,kivixconstruction@outlook.com,+37 258 855 102,Vanha Kaarelantie 6 A 33,01610,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4315215
1218,Kliinikko Maria 9 Oy,2878027-2,,ismo@di.fi,040 555 9813,Bulevardi 11 A 2,00120,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,73,2,-27,,,https://www.finder.fi/yritys/3201513
1219,Knt Care Oy Ab,3368920-3,,,,,,ÖVERMALAX,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/4013637
1220,KoNat Consulting Oy,3327956-2,,salla.natunen@konatconsulting.fi,040 513 7512,,,VILLÄHDE,Päijät-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3960291
1221,Kodin palveluverkko Oy,2992227-9,https://www.kodinpalveluverkko.fi,esa.heikkinen@kodinpalveluverkko.fi,,Leväsentie 7a,70700,KUOPIO,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,13,,-1,,,https://www.finder.fi/yritys/3281146
1222,Kokvi Oy,2580532-3,,,,Ritarimäki 4 B,01700,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,452,,153,,,https://www.finder.fi/yritys/2848487
1223,Konejuko Oy,3467591-1,,,,,,KÄRSÄMÄKI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3,1,,,,https://www.finder.fi/yritys/4130542
1224,Konepalvelu Kemppainen Oy,2768372-9,,esakemppainen@hotmail.com,044 327 9742,Isoniemenkatu 32,33400,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,148,2,-9,,,https://www.finder.fi/yritys/3131406
1225,Konetyö M. Parviainen Oy,3532932-4,,,,,,PERTTELI,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4202664
1226,Konetyö O. Pitkänen Oy,3437113-3,,,,,,KUUSAMO,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,90,,-2,,,https://www.finder.fi/yritys/4096689
1227,Koneurakointi T. Silen Oy,2996810-3,,toni.silen@elisanet.fi,050 582 0428,Jannentie 42,03400,VIHTI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,694,1,89,,,https://www.finder.fi/yritys/3292548
1228,Koneurakointi Team Hyvärinen Oy,3518400-6,,,,,,PARKKILA,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4188857
1229,Konsulterna Åland AB,3362046-8,,info@konsulterna.ax,040 680 0047,,,MARIEHAMN,Ahvenanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,44,1,,,,https://www.finder.fi/yritys/4004985
1230,Konsultointi P.Aarnio Oy,3100348-2,,petri.aarnio@co.inet.fi,050 321 2403,Saksalanraitti 7,48810,KOTKA,Kanta-Hämeen maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,2,1,-1,,,https://www.finder.fi/yritys/3343104
1231,Kora Consultancy Oy,3628576-5,,,041 700 8324,,,SOTKAMO,Kainuun maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4310362
1232,Koreline Oy,3636489-3,,,,,,RAUMA,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4318896
1233,Koroisten Siemen ja Tarvike Oy,0216284-7,,jouko.narvanmaa@helle.fi,020 740 2400,Rengaskuja 3,21410,VANHALINNA,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Kukkakauppa,Osakeyhtiö,1260,,98,,,https://www.finder.fi/yritys/936705
