orgnr,name,legal_name,phone,phone_all,email,website,address,postal_code,city,municipality,county,region,employees,contact_name,contact_role,revenue,profit,currency,status,company_id,proff_url,brreg_url,Check gui,nace_code,nace_name,legal_form,status_brreg
'926504185,Riktig Bemanning AS,Riktig Bemanning AS,'91900010,'91900010,,,Riselia 12,2054,Mogreina,Ullensaker,Akershus,Østlandet,1 - 4,Silje Sørlie,Styrets leder,267,25,NOK,,IFBM77D10LU,https://www.proff.no/selskap/riktig-bemanning-as/mogreina/arbeidskrafttjenester/IFBM77D10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/926504185,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'934101294,Yeti Tec AS,Yeti Tec AS,,,,,Doaresdievvá 33,9730,Karasjok,Kárásjohka - Karasjok,Finnmark,Nord-Norge,1 - 4,Johan Isak Eira,Daglig leder,266,143,NOK,,IFG516610LU,https://www.proff.no/selskap/yeti-tec-as/karasjok/arbeidskrafttjenester/IFG516610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/934101294,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936562108,Nordlys Maskin og Utleie AS,Nordlys Maskin og Utleie AS,,,,,Svaneveien 56,9512,Alta,Alta,Finnmark,Nord-Norge,,Vemund Johan Haldorsen,Daglig leder,262,240,NOK,,IFHLRY410LU,https://www.proff.no/selskap/nordlys-maskin-og-utleie-as/alta/arbeidskrafttjenester/IFHLRY410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936562108,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'922768145,Hurtig Knuta AS,Hurtig Knuta AS,'90681570,'90681570,,,Stakkestø 23,3580,Geilo,Hol,Buskerud,Østlandet,1 - 4,Knut Jørgen Skaro,Daglig leder,260,-75,NOK,,IF9E4GH10LU,https://www.proff.no/selskap/hurtig-knuta-as/geilo/arbeidskrafttjenester/IF9E4GH10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/922768145,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'934745493,Bov Kystbemanning AS,Bov Kystbemanning AS,,,,,Jektløpet 26,7900,Rørvik,Nærøysund,Trøndelag,Midt-Norge,,Bjørn-Ove Valø,Daglig leder,259,133,NOK,,IFGIU8L10LU,https://www.proff.no/selskap/bov-kystbemanning-as/r%C3%B8rvik/arbeidskrafttjenester/IFGIU8L10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/934745493,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'936528996,Jj Offshore Consulting AS,Jj Offshore Consulting AS,,,,,Neptunvegen 6,7652,Verdal,Verdal,Trøndelag,Midt-Norge,1 - 4,Johan Jonsson,Daglig leder,259,257,NOK,,IFHL2EC10LU,https://www.proff.no/selskap/jj-offshore-consulting-as/verdal/arbeidskrafttjenester/IFHL2EC10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/936528996,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'993128651,Tilly Holding AS,Tilly Holding AS,,,,,Snarvegen 9,3713,Skien,Skien,Telemark,Østlandet,,Asbjørn Resseth,Styrets leder,257,193,NOK,,IGFA6YZ10LU,https://www.proff.no/selskap/tilly-holding-as/skien/arbeidskrafttjenester/IGFA6YZ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/993128651,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'922753903,Medical Recruitment and Staffing AS,Medical Recruitment and Staffing AS,'91124007,'91124007,trygve@medirec.no,https://www.medirec.no,Laueveien 21,1481,Hagan,Nittedal,Akershus,Østlandet,0,Trygve Johan Willersrud,Daglig leder,256,106,NOK,,IF9DTGV10LU,https://www.proff.no/selskap/medical-recruitment-and-staffing-as/hagan/arbeidskrafttjenester/IF9DTGV10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/922753903,OK,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'921251335,Livar Gauksås,Livar Gauksås AS,'91347281,'91347281,,,Sirdalsveien 3083,4440,Tonstad,Sirdal,Agder,Sørlandet,1 - 4,Livar Gauksås,Daglig leder,255,14,NOK,,IF8HM2V10LU,https://www.proff.no/selskap/livar-gauks%C3%A5s/tonstad/arbeidskrafttjenester/IF8HM2V10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/921251335,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'927137615,Twentyone AS,Twentyone AS,,,,,Øverbergveien 18 B,1397,Nesøya,Asker,Akershus,Østlandet,,Markus Garborg Fjørtoft,Daglig leder,252,104,NOK,,IFBZRYN10LU,https://www.proff.no/selskap/twentyone-as/nes%C3%B8ya/arbeidskrafttjenester/IFBZRYN10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/927137615,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'915554482,Skaidi Drift AS,Skaidi Drift AS,,,,,Skaidi,9620,Kvalsund,Hammerfest,Finnmark,Nord-Norge,1 - 4,Jorun Arnesen,Daglig leder,250,50,NOK,,IF53ICY10LU,https://www.proff.no/selskap/skaidi-drift-as/kvalsund/arbeidskrafttjenester/IF53ICY10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/915554482,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'919678410,Weldingh People AS,Weldingh People AS,'90969975,'90969975,saw@weldinghpeople.no,https://www.weldinghpeople.no,Kringsjåvegen 55,7032,Trondheim,Trondheim,Trøndelag,Midt-Norge,1 - 4,Sverre Andreas Weldingh,Daglig leder,250,35,NOK,,IF7JWEI10LU,https://www.proff.no/selskap/weldingh-people-as/trondheim/arbeidskrafttjenester/IF7JWEI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919678410,OK,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'933980081,Flikk AS,Flikk AS,,,,,Kvålevegen 14,4345,Bryne,Time,Rogaland,Vestlandet,1 - 4,Ole Morten Salte,Daglig leder,250,-556,NOK,,IFG2FN510LU,https://www.proff.no/selskap/flikk-as/bryne/arbeidskrafttjenester/IFG2FN510LU,https://virksomhet.brreg.no/nb/oppslag/enheter/933980081,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'981704436,Arpi Holding AS,Arpi Holding AS,'22404510,'22404510,,,Kirkeveien 226,1383,Asker,Asker,Akershus,Østlandet,,Frode Kristoffer Finnøy,Styrets leder,250,-63,NOK,,IG8HBZO10LU,https://www.proff.no/selskap/arpi-holding-as/asker/arbeidskrafttjenester/IG8HBZO10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/981704436,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Avvikling
'919419474,Imperium Group AS,Imperium Group AS,,,,,Hasleveien 28 A,0571,Oslo,Oslo,Oslo,Østlandet,,Kevin Vestli Sepehri,Daglig leder,248,-139,NOK,,IF7ECLU10LU,https://www.proff.no/selskap/imperium-group-as/oslo/arbeidskrafttjenester/IF7ECLU10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919419474,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'933804879,Meskano Kompetanse AS,Meskano Kompetanse AS,,,,,Tomtegata 2,2500,Tynset,Tynset,Innlandet,Østlandet,1 - 4,Kjersti Øverby,Daglig leder,248,-115,NOK,,IFFYOGF10LU,https://www.proff.no/selskap/meskano-kompetanse-as/tynset/arbeidskrafttjenester/IFFYOGF10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/933804879,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'836280652,A-Job AS,A-Job AS,,,,,Lysaker torg 35,1366,Lysaker,Bærum,Akershus,Østlandet,1 - 4,Harald Andre Pedersen,Daglig leder,247,59,NOK,,IDTWEA410LU,https://www.proff.no/selskap/a-job-as/lysaker/arbeidskrafttjenester/IDTWEA410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/836280652,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'922084742,Lupa AS,Lupa AS,'+4797137496,,,http://lupa-as.no/,Verksvegen 7 A,7725,Steinkjer,Steinkjer,Trøndelag,Midt-Norge,,Lars Brønstad,Styrets leder,246,-25,NOK,,IF8ZH5210LU,https://www.proff.no/selskap/lupa-as/steinkjer/arbeidskrafttjenester/IF8ZH5210LU,https://virksomhet.brreg.no/nb/oppslag/enheter/922084742,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'924969148,Discover People AS,Discover People AS,'+4741821261,,,http://discoverpeople.no/,Martin Borrebekkens vei 31,0584,Oslo,Oslo,Oslo,Østlandet,,Stian Wong Vik,Styrets leder,241,55,NOK,,IFAPARG10LU,https://www.proff.no/selskap/discover-people-as/oslo/arbeidskrafttjenester/IFAPARG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/924969148,,78.100,Rekruttering og formidling av arbeidskraft,AS,Avvikling
'993526428,Totaljobs AS,Totaljobs AS,'55314440,'55314440,tommy.hatlem@totaljobs.no,https://www.totaljobs.no,Karl Johans gate 5,0154,Oslo,Oslo,Oslo,Østlandet,,Tommy Hatlem,Daglig leder,240,-23,NOK,,IGFIPWC10LU,https://www.proff.no/selskap/totaljobs-as/oslo/arbeidskrafttjenester/IGFIPWC10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/993526428,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'887552592,Maesma AS,Maesma AS,'74332869,'74332869,brevik6@hotmail.com,,Stasjonsvegen 49,7873,Harran,Grong,Trøndelag,Midt-Norge,1 - 4,Magnus Oddvar Brevik,Daglig leder,240,63,NOK,,IEOFBYO10LU,https://www.proff.no/selskap/maesma-as/harran/arbeidskrafttjenester/IEOFBYO10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/887552592,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'996263819,Am Forvaltning AS,Am Forvaltning AS,'90722920,'90722920,roy@barsten.no,,Julsundvegen 14,6412,Molde,Molde,Møre og Romsdal,Vestlandet,,Bjørn Magne Amundsgård,Daglig leder,240,67,NOK,,IGH5E2Z10LU,https://www.proff.no/selskap/am-forvaltning-as/molde/arbeidskrafttjenester/IGH5E2Z10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/996263819,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'923852875,Fluid Staffing AS,Fluid Staffing AS,'45222147,'45222147,post@fluidstaffing.no,https://www.fluidstaffing.no,Admiral Børresens vei 6 E,0286,Oslo,Oslo,Oslo,Østlandet,,Per Stefan Hauptig,Styrets leder,237,159,NOK,,IFA1DFV10LU,https://www.proff.no/selskap/fluid-staffing-as/oslo/arbeidskrafttjenester/IFA1DFV10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/923852875,OK,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'912646327,Høvik Lyd og Elektro AS,Høvik Lyd og Elektro AS,'95901033,'95901033,j-hoevik@online.no,,Sandviksberget,7740,Steinsdalen,Osen,Trøndelag,Midt-Norge,,John Einar Høvik,Daglig leder,237,-85,NOK,,IF3D6EV10LU,https://www.proff.no/selskap/h%C3%B8vik-lyd-og-elektro-as/steinsdalen/arbeidskrafttjenester/IF3D6EV10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/912646327,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'931961934,Choice-Recruitment AS,Choice-Recruitment AS,,,,,Elveveien 34,3262,Larvik,Larvik,Vestfold,Østlandet,,Anne Gustavsen,Daglig leder,236,30,NOK,,IFEV6FI10LU,https://www.proff.no/selskap/choice-recruitment-as/larvik/arbeidskrafttjenester/IFEV6FI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/931961934,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'831788402,Keno Utleie AS,Keno Utleie AS,,,,,Flakkvegen 26,7070,Bosberg,Trondheim,Trøndelag,Midt-Norge,,Kenneth Ove Nossum,Daglig leder,233,127,NOK,,IDR841E10LU,https://www.proff.no/selskap/keno-utleie-as/bosberg/arbeidskrafttjenester/IDR841E10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/831788402,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'933406318,Vyron Ventures AS,Vyron Ventures AS,,,,,Solbærvegen 6C,2209,Kongsvinger,Kongsvinger,Innlandet,Østlandet,,Kenneth Løvlien,Daglig leder,231,97,NOK,,IFFQ4XA10LU,https://www.proff.no/selskap/vyron-ventures-as/kongsvinger/arbeidskrafttjenester/IFFQ4XA10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/933406318,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'918374159,Bare Knut AS,Bare Knut AS,'90743968,'90743968,,,Kåra 36,7655,Verdal,Verdal,Trøndelag,Midt-Norge,,Knut Olafsen,Daglig leder,226,-114,NOK,,IF6RY1B10LU,https://www.proff.no/selskap/bare-knut-as/verdal/arbeidskrafttjenester/IF6RY1B10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918374159,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'971186402,Midt Norsk Bemanning AS,Midt Norsk Bemanning AS,'75170844,'75170844,,https://www.mnb-as.no/,Nyrudvegen 17,8657,Mosjøen,Vefsn,Nordland,Nord-Norge,,Per Inge Håkon Tverå,Daglig leder,225,14,NOK,,IG27W8210LU,https://www.proff.no/selskap/midt-norsk-bemanning-as/mosj%C3%B8en/arbeidskrafttjenester/IG27W8210LU,https://virksomhet.brreg.no/nb/oppslag/enheter/971186402,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'998135699,Ad Hoc Tjenester AS,Ad Hoc Tjenester AS,'91122574,'91122574,,,Hovsveien 39,1831,Askim,Indre Østfold,Østfold,Østlandet,,Jørn Vidar Lillestrand,Styrets leder,225,15,NOK,,IGI9IFN10LU,https://www.proff.no/selskap/ad-hoc-tjenester-as/askim/arbeidskrafttjenester/IGI9IFN10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/998135699,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'829038412,Core Utleie AS,Core Utleie AS,,,,,Voldgaten 10,1632,Gamle Fredrikstad,Fredrikstad,Østfold,Østlandet,,Fabian Christensen,Styrets leder,220,5,NOK,,IDPL64S10LU,https://www.proff.no/selskap/core-utleie-as/gamle-fredrikstad/arbeidskrafttjenester/IDPL64S10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/829038412,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'930298794,Kjetil Flateland AS,Kjetil Flateland AS,,,,,Flatelandsveien 203,4735,Evje,Evje Og Hornnes,Agder,Sørlandet,1 - 4,Kjetil Gundersen Flateland,Daglig leder,220,-106,NOK,,IFDVJ5610LU,https://www.proff.no/selskap/kjetil-flateland-as/evje/arbeidskrafttjenester/IFDVJ5610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/930298794,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'929907523,Cheersbay Holding AS,Cheersbay Holding AS,,,,,Sersjantsvingen 5,4045,Hafrsfjord,Stavanger,Rogaland,Vestlandet,,Roald Søyland Skålevik,Daglig leder,219,172,NOK,,IFDN58J10LU,https://www.proff.no/selskap/cheersbay-holding-as/hafrsfjord/arbeidskrafttjenester/IFDN58J10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/929907523,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'934178572,Qualified Professionals International AS,Qualified Professionals International AS,,,,,Tangen 76,4608,Kristiansand S,Kristiansand,Agder,Sørlandet,,Gjermund Nesland,Daglig leder,219,-1527,NOK,,IFG6OSS10LU,https://www.proff.no/selskap/qualified-professionals-international-as/kristiansand-s/arbeidskrafttjenester/IFG6OSS10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/934178572,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'919825758,Regnskap Ledelse AS,Regnskap Ledelse AS,'46544104,'46544104,,,Olav Tryggvasons gate 5,7011,Trondheim,Trondheim,Trøndelag,Midt-Norge,1 - 4,,,,,NOK,,IDK5HKW10LU,https://www.proff.no/selskap/regnskap-ledelse-as/trondheim/arbeidskrafttjenester/IDK5HKW10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919825758,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'935382122,Soia Invest AS,Soia Invest AS,,,,,Spannavegen 393,5542,Karmsund,Karmøy,Rogaland,Vestlandet,,Ingvild Austerheim,Styrets leder,216,144,NOK,,IFGWHGQ10LU,https://www.proff.no/selskap/soia-invest-as/karmsund/arbeidskrafttjenester/IFGWHGQ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/935382122,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'989197517,Mzb Holding AS,Mzb Holding AS,'55112250,'55112250,firmapost@zurhaarrubb.no,,Østre Nesttunvegen 20,5221,Nesttun,Bergen,Vestland,Vestlandet,,Pia Mikkeline Zurhaar Birkeland,Styrets leder,215,187,NOK,,IGCXXOT10LU,https://www.proff.no/selskap/mzb-holding-as/nesttun/arbeidskrafttjenester/IGCXXOT10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/989197517,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'999660193,Kvalvågnes Maskinførerutleie AS,Kvalvågnes Maskinførerutleie AS,'95774885,'95774885,,,Fonnes,5953,Fonnes,Austrheim,Vestland,Vestlandet,,,,,,NOK,,IGC8I1J10LU,https://www.proff.no/selskap/kvalv%C3%A5gnes-maskinf%C3%B8rerutleie-as/fonnes/arbeidskrafttjenester/IGC8I1J10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/999660193,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'998610249,Terna Bemanning AS,Terna Bemanning AS,'91696144,'91696144,post@norpol.as,,Dalbygdvegen 3,7730,Beitstad,Steinkjer,Trøndelag,Midt-Norge,,Dariusz Wojciech Kruk,Daglig leder,215,57,NOK,,IGIJOLL10LU,https://www.proff.no/selskap/terna-bemanning-as/beitstad/arbeidskrafttjenester/IGIJOLL10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/998610249,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'933014126,Thunestvedt AS,Thunestvedt AS,,,,,Garnesstølen 42,5264,Garnes,Bergen,Vestland,Vestlandet,,Tore Dalen Thunestvedt,Daglig leder,209,71,NOK,,IFFHQB210LU,https://www.proff.no/selskap/thunestvedt-as/garnes/arbeidskrafttjenester/IFFHQB210LU,https://virksomhet.brreg.no/nb/oppslag/enheter/933014126,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'921337566,Kysttjenester AS,Kysttjenester AS,'99306969,'99306969,post@kysttjenester.no,http://kysttjenester.no/?fbclid=IwAR065X7kYYTQBBEQTlgu2clYaxElCxLd-RVg1kFFjLKWAPpgXCsI7jXIns8,Håkonshellaveien 105,5174,Mathopen,Bergen,Vestland,Vestlandet,,Åsmund Erling Fosse,Daglig leder,206,-119,NOK,,IF8JGM610LU,https://www.proff.no/selskap/kysttjenester-as/mathopen/arbeidskrafttjenester/IF8JGM610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/921337566,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'927055759,Eike AS,Eike AS,,,,,Novvegen 19,4044,Hafrsfjord,Stavanger,Rogaland,Vestlandet,,Rolf Helge Eike,Daglig leder,206,39,NOK,,IFBY0SV10LU,https://www.proff.no/selskap/eike-as/hafrsfjord/arbeidskrafttjenester/IFBY0SV10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/927055759,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'927010208,Aras Resources AS,Aras Resources AS,,,,,Svaboveien 13,8626,Mo I Rana,Rana,Nordland,Nord-Norge,,Wiggo Dalmo,Styrets leder,205,-3290,NOK,,IFBX1NK10LU,https://www.proff.no/selskap/aras-resources-as/mo-i-rana/arbeidskrafttjenester/IFBX1NK10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/927010208,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'911601125,Merchant Brokers AS,Merchant Brokers AS,,,,,Valderstømoen 19,3516,Hønefoss,Ringerike,Buskerud,Østlandet,,Christina Victoria Cecilia Sørensen,Daglig leder,204,-1659,NOK,,IF2QRXH10LU,https://www.proff.no/selskap/merchant-brokers-as/h%C3%B8nefoss/arbeidskrafttjenester/IF2QRXH10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/911601125,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'932058154,Verde Rekruttering AS,Verde Rekruttering AS,,,,,Ringeriksveien 178 B,1339,Vøyenenga,Bærum,Akershus,Østlandet,,Martin Hovland Kirknes,Daglig leder,202,-20,NOK,,IFEX8OA10LU,https://www.proff.no/selskap/verde-rekruttering-as/v%C3%B8yenenga/arbeidskrafttjenester/IFEX8OA10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/932058154,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'934935632,Getagripp Rekruttering,Getagripp Rekruttering,,,,,Tinglemsvegen 9,7750,Namdalseid,Namsos,Trøndelag,Midt-Norge,1 - 4,,,,,NOK,,IFCXUSV10LU,https://www.proff.no/selskap/getagripp-rekruttering/namdalseid/arbeidskrafttjenester/IFCXUSV10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/934935632,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'916538332,Schønning Invest AS,Schønning Invest AS,,,,,Siriusveien 16,0492,Oslo,Oslo,Oslo,Østlandet,,Roger Schønning,Daglig leder,200,39,NOK,,IF5OLI410LU,https://www.proff.no/selskap/sch%C3%B8nning-invest-as/oslo/arbeidskrafttjenester/IF5OLI410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916538332,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'934751280,Jpd Holding AS,Jpd Holding AS,,,,,Svenelia 5,3622,Svene,Flesberg,Buskerud,Østlandet,,Jan Paul Dokken,Styrets leder,200,74,NOK,,IFGIYPC10LU,https://www.proff.no/selskap/jpd-holding-as/svene/arbeidskrafttjenester/IFGIYPC10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/934751280,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'989783424,Eidsdal Bygdesørvis Sa,Eidsdal Bygdesørvis Sa,'99748838,'99748838,eidsdal.bygdesorvis@gmail.com,,Kleivavegen 69,6215,Eidsdal,Fjord,Møre og Romsdal,Vestlandet,,Per-Andre Rønneberg,Daglig leder,200,-14,NOK,,IGDAHS010LU,https://www.proff.no/selskap/eidsdal-bygdes%C3%B8rvis-sa/eidsdal/arbeidskrafttjenester/IGDAHS010LU,https://virksomhet.brreg.no/nb/oppslag/enheter/989783424,OK,78.100,Rekruttering og formidling av arbeidskraft,SA,Aktiv
'889214902,Nodeland Holding AS,Nodeland Holding AS,,,,,Mogens Thorsens gate 3,0264,Oslo,Oslo,Oslo,Østlandet,1 - 4,Kjetil Haug-Nodeland,Styrets leder,200,-249,NOK,,IEPEYLY10LU,https://www.proff.no/selskap/nodeland-holding-as/oslo/arbeidskrafttjenester/IEPEYLY10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/889214902,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'918459634,Airjob AS,Airjob AS,,,,,Ytre Morvik 20,5124,Morvik,Bergen,Vestland,Vestlandet,,Niclas Mjelstad,Daglig leder,198,34,NOK,,IF6TRZM10LU,https://www.proff.no/selskap/airjob-as/morvik/arbeidskrafttjenester/IF6TRZM10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918459634,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'913664949,Otiga Group AS,Otiga Group AS,'81581340,'81581340,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://www.otigagroup.com/investor-relations,Lille Grensen 7,0159,Oslo,Oslo,Oslo,Østlandet,,Claes Emde Poulsen,Daglig leder,197,-14003,NOK,,IF3Z0DX10LU,https://www.proff.no/selskap/otiga-group-as/oslo/arbeidskrafttjenester/IF3Z0DX10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/913664949,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'830258132,Sjøgren Service AS,Sjøgren Service AS,,,,,Sukkertoppen 17,9603,Hammerfest,Hammerfest,Finnmark,Nord-Norge,1 - 4,Ole-Herman Hagen Sjøgren,Daglig leder,195,-201,NOK,,IDQBB9W10LU,https://www.proff.no/selskap/sj%C3%B8gren-service-as/hammerfest/arbeidskrafttjenester/IDQBB9W10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/830258132,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'912536610,Skandinavisk Rør AS,Skandinavisk Rør AS,'+4740565503,,,,Ramstadsletta 30,1363,Høvik,Bærum,Akershus,Østlandet,,Karina Mosegaard,Styrets leder,192,-563,NOK,,IF3ATR610LU,https://www.proff.no/selskap/skandinavisk-r%C3%B8r-as/h%C3%B8vik/arbeidskrafttjenester/IF3ATR610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/912536610,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
