stt,ten_cong_ty,trang_thai_khop,ten_chinh_thuc_rekvizitai,ma_so_doanh_nghiep,ma_so_thue_vat,so_dien_thoai,email,website,nguoi_dai_dien,chuc_vu,so_nhan_vien,dia_chi_dang_ky,thanh_pho_dang_ky,ma_buu_chinh_dang_ky,nganh_nghe_dang_ky,rekvizitai_url,ma_phe_duyet_traces,so_luong_nganh_cap_phep,cac_nganh_hoat_dong,cac_hoat_dong_chi_tiet,dia_chi_traces,thanh_pho_traces,vung_tinh_traces,quoc_gia,tag_doanh_nghiep_maps,facebook_url,dia_chi_maps,nguon_enrich
183,"UAB ""Investara""",NOT_FOUND,,,,,,,,,,,,,,,LT49-10EB,1,FFP (Fishery products - EU),FFPP - Fresh Fishery Products Plant,"Strėvos g. 6A, Būbliai, LT-56362 Kaišiadorių r.",Būbliai,Kaunas County,Lithuania,,,,
184,"UAB ""Jautienos guru""",NOT_FOUND,,,,,,,,,,,,,,,LT 84-11,1,RM (Meat of domestic ungulates),CP - Cutting Plant,"Valių g. 25b, Giedručių k., Šakių sen., Šakių r. sav.",Giedručiai,Marijampole County,Lithuania,,,,
185,"UAB ""KOGUS""",NOT_FOUND,,,,,,,,,,,,,,,LT45-06EB; LT 45-06 EB,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | GEN (General activity establishment - EU) | RPM (Meat products)",MP - Meat Preparation Plant | CS - Cold Stores | PP - Processing Plant,"Pramonės g. 17, Karlų k. Visagino sav.",Karlos,Utena County,Lithuania,,,,
186,"UAB ""KOMODA""",NOT_FOUND,,,,,,,,,,,,,,,LT 55-14 EB,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,"Palangos pl. 6, LT96327 Sudmantai, Sendvario sen., Klaipėdos r.",Sudmantai,Klaipeda County,Lithuania,,,,
187,"UAB ""Klaipėdos mėsinė""",NOT_FOUND,,,,,,,,,,,,,,,88-24,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MM - Minced Meat Plant | CP - Cutting Plant | PP - Processing Plant,"Tauragės apskr., Pagėgių sav., Stoniškių sen., Šilgaliai, Vilkos g. 2",Šilgaliai,Taurage County,Lithuania,,,,
188,"UAB ""Krekenavos agrofirma""",NOT_FOUND,,,,,,,,,,,,,,,LT 51-07,2,PM (Meat from poultry and lagomorphs) | RPM (Meat products),SH - Slaughterhouse; CP - Cutting Plant | PP - Processing Plant,"Vasaros g. 1, Skriaudučio k., Marijampolės sen., Marijampolės sav.",Skriaudutis,Marijampole County,Lithuania,,,,
189,"UAB ""Leketai""",NOT_FOUND,,,,,,,,,,,,,,,LT 51-08,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Patašinės g. 44, Patašinės k., Marijampolės sen., Marijampolės sav.",Patašinė,Marijampole County,Lithuania,,,,
190,"UAB ""Leketų ūkis""",NOT_FOUND,,,,,,,,,,,,,,,LT 18-13,1,RPM (Meat products),PP - Processing Plant,"Suvalkijos g. 51, Bitikų k., Sasnavos sen., Marijampolės sav.",Bitikai,Marijampole County,Lithuania,,,,
191,"UAB ""Linegis""",NOT_FOUND,,,,,,,,,,,,,,,LT 88-25 EB,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Šaulių g.4, Gardamas, LT- 99417, Šilutės r. sav",Gardamas,Klaipeda County,Lithuania,,,,
192,"UAB ""Litbona""",NOT_FOUND,,,,,,,,,,,,,,,190012559,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
193,"UAB ""Magnum ICC Lietuva""",NOT_FOUND,,,,,,,,,,,,,,,61-02P,2,"MMP (Raw milk, dairy products, colostrum and colostrum-based products) | GEN (General activity establishment - EU)",PP - Processing Plant | CS - Cold Stores,"Skuodo g. 28, Mažeikiai, Mažeikių sen., Mažeikių r.sav., Telšių apskr.",Mažeikiai,Telsiai County,Lithuania,,,,
194,"UAB ""Magnuva""",NOT_FOUND,,,,,,,,,,,,,,,LT 19-31,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Europos pr. 122, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
195,"UAB ""Mantinga""",NOT_FOUND,,,,,,,,,,,,,,,LT 18-03 EB,1,RPM (Meat products),PP - Processing Plant,Draugystės g. 12,Marijampolė,Marijampole County,Lithuania,,,,
196,"UAB ""Margūnas""",MATCH,"Margūnas, UAB",135102261,LT351022610,+370 37 491070,,http://www.margunas.lt,,,69,"Ringuvos g. 53, LT-45245 Kaunas",Kaunas,LT-45245,"Chemijos pramonė, gaminiai",https://rekvizitai.vz.lt/imone/margunas/,190001165,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Ringuvos g.53, LT-45245, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
197,"UAB ""Marlinas"" Gamyklinis Laivas ""LOKYS""",NO_MATCH,,,,,,,,,,,,,,,LT 21-28 EB,1,FFP (Fishery products - EU),ZV - Freezer Vessel; FS - Fishing Vessel; FV - Factory Vessel,"Pylimo g. 4, LT-91249 Klaipėda",Klaipėda,Klaipeda County,Lithuania,,,,
198,"UAB ""Marlinas"" Gamyklinis Laivas ""TAURUS""",NO_MATCH,,,,,,,,,,,,,,,LT 21-22 EB,1,FFP (Fishery products - EU),ZV - Freezer Vessel; FS - Fishing Vessel; FV - Factory Vessel,"Pylimo g. 4, LT-91249 Klaipėda",Klaipėda,Klaipeda County,Lithuania,,,,
199,"UAB ""Marės industrija""",MATCH,"Marės industrija, UAB",304071802,LT100009558218,+370 698 20960,,,Valentinas Iruškinas,direktorius,12,"Turgaus g. 5-1, Klaipėda",Klaipėda,LT-91247,"Žuvininkystė, žuvies produktai; Gamyba; Kita veikla",https://rekvizitai.vz.lt/imone/mares_industrija/,LT 55-29 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Klaipėdos g. 20, Grobštų k., Agluonėnų sen.,
Klaipėdos raj. LT-96250 Lietuva",Grobštai,Klaipeda County,Lithuania,,,,
200,"UAB ""Mažeikių Mėsinė""",MATCH,"Mažeikių mėsinė, UAB",166427573,LT664275716,+370 616 16627,,http://www.mesine.lt,Darius Matiukas,generalinis direktorius,134,"Troškučių g. 2, LT-89100 Mažeikiai",Mažeikiai,LT-89100,"Maisto produktai; Gamyba; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/mazeikiu_mesine/,61-01,4,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | GEN (General activity establishment - EU) | RM (Meat of domestic ungulates) | RPM (Meat products)",MP - Meat Preparation Plant; MM - Minced Meat Plant | CS - Cold Stores | CP - Cutting Plant | PP - Processing Plant,"Troškučių g. 2, Mažeikiai, Mažeikių r.sav",Mažeikiai,Telsiai County,Lithuania,,,,
201,"UAB ""Memel Sell""",MATCH,"Memel Sell, UAB",300662925,LT100003057715,+370 698 45848,,https://www.memelsell.lt,Vladislav Gineit,direktorius,2,"Baltijos pr. 123-4, LT-93224 Klaipėda",Klaipėda,LT-93224,"Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/uab_hlt_hanse_logistic_trading/,LT 55-11 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Stirbių g. 11, Medsėdžiai, Dovilų sen.,LT-96165 Klaipėdos r.",Medsėdžiai,Klaipeda County,Lithuania,,,,
202,"UAB ""Momblan""",MATCH,"UAB ""Momblan""",301490542,LT100003671314,+370 620 61234,,http://www.momblan.lt,Justina Kaupaitė,direktorė,37,"Juozo Andriuškevičiaus g. 6, Želsvos k., Marijampolė",Marijampolė,LT-69193,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/uab_momblan/,LT 51-02,1,RPM (Meat products),PP - Processing Plant,"J. Andriuškevičiaus g. 6, Želsvos k., Liudvinavo sen., Marijampolės sav.",Želsva,Marijampole County,Lithuania,,,,
203,"UAB ""Mėsos kraitė""",MATCH,"UAB ""MĖSOS KRAITĖ""",302849966,LT100007093617,+370 600 05698,,,Mantas Vilkas,,16,"Žvejų g. 30, Išlaužo k., LT-59302 Prienų r.",Prienų r.,LT-59302,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/mesos_kraite/,LT-69-02EB,1,RPM (Meat products),PP - Processing Plant,"Žvejų g. 30, Išlaužas, Prienų r.",Išlaužas,Kaunas County,Lithuania,,,,
204,"UAB ""NNL LT""",MATCH,"NNL LT, UAB",300151140,LT100001957110,+370 611 38003,,http://www.nnl.lt,Tomas Žegunis,,400,"Marijampolės g. 27, Pagirių k., LT-53283 Kauno r.",Kauno r.,LT-53283,Sandėliavimas; Ekspedijavimas; Logistikos paslaugos; Transporto paslaugos,https://rekvizitai.vz.lt/imone/nnl_lt_uab/,300151140,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Marijampolės g. 27, Pagiriai, Kauno raj.",Pagiriai,Kaunas County,Lithuania,,,,
205,"UAB ""NOKVĖJA""",MATCH,"UAB ""Nokvėja plius""",302728021,LT100006748610,+370 445 58288,,,Raimondas Preibys,direktorius,2,"Liepų g. 25-10, Klaipėda",Klaipėda,,Apskaita,https://rekvizitai.vz.lt/imone/nokveja_plius/,LT 56-14 EB,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),PP - Processing Plant | RW - Re-wrapping Establishment,"Piliakalnio g. 6, Žvainių k., LT- 97319, Kretingos r. sav.",Žvainiai,Klaipeda County,Lithuania,,,,
206,"UAB ""NORDNIX""",MATCH,"NORDNIX, UAB",134101758,LT341017515,+370 658 22997,,http://www.nordnix.eu,Justina Bardauskienė,,46,"Šilutės pl. 9, LT-91109 Klaipėda",Klaipėda,LT-91109,Sandėliavimas; Ekspedijavimas; Logistikos paslaugos; Transporto paslaugos,https://rekvizitai.vz.lt/imone/nordnix/,LT 21-03 EB; LT21-10EB,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores | CS - Cold Stores,"Šilutės pl. 9, Klaipėda",Klaipėda,Klaipeda County,Lithuania,,,,
207,"UAB ""Nordic proteins""",MATCH,"Nordic proteins, UAB",111809965,LT118099610,+370 450 58636,,http://nordicproteins.com,Audrius Jukna,,47,"Biržų g. 35, Medeikių k., LT-41456 Biržų r.",Biržų r.,LT-41456,"Maisto produktai; Gamyba; Pienas, pieno produktai",https://rekvizitai.vz.lt/imone/mgl_baltija/,36-01 P,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,"Biržų g. 35, Medeikių k., Biržų r., LT-41456",Medeikiai,Panevezys County,Lithuania,,,,
208,"UAB ""Norfos mažmena""",MATCH,"Norfos mažmena, UAB",110778328,LT107783219,+370 5 2700046,,http://www.norfa.lt,Audrius Pocevičius,direktorius,3574,"Savanorių pr. 176B, Vilnius",Vilnius,LT-03154,Maisto parduotuvės; Mažmeninė prekyba,https://rekvizitai.vz.lt/imone/norfos_mazmena/,18-057; 39-003V; 84-002V; 84-005V; 39-004V; 18-004 V; 18-046; 18-010 V,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MM - Minced Meat Plant,"Vilkaviškio g. 61C, Marijampolė",Marijampolė,Marijampole County,Lithuania,,,,
209,"UAB ""OSTSEE FISH KRETINGA""",NO_MATCH,,,,,,,,,,,,,,,LT 56-05 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Tiekėjų g. 33A, LT-97187 Kretinga",Kretinga,Klaipeda County,Lithuania,,,,
210,"UAB ""Orka foods""",MATCH,"Orka foods, UAB",301817969,LT100004248113,+370 448 73170,,,Tadas Jankauskas,direktorius,290,"Birutės skg. 10, Macenių k., Plungės r.",Plungės r.,LT-90100,"Žuvininkystė, žuvies produktai; Gamyba",https://rekvizitai.vz.lt/imone/siauliai_logistic_center/,520002076,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Veterinarų g. 53, Biruliškiškių k., Karmėlavos sen., Kauno r.",Biruliškės,Kaunas County,Lithuania,,,,
211,"UAB ""Orkos""",MATCH,"UAB ""Orkos""",300039419,LT100001126816,+370 37 407314,,http://www.orkos.lt,,,,"Taikos pr. 114D, LT-51157 Kaunas",Kaunas,LT-51157,Maisto parduotuvės; Didmeninė prekyba,https://rekvizitai.vz.lt/imone/uab_orkos/,190012982,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 96, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
212,"UAB ""PASAULIO ŽUVYS""",NO_MATCH,,,,,,,,,,,,,,,LT 55-10 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Pamarių g. 15, Priekulė, LT-96345 Klaipėdos rajonas",Priekulė,Klaipeda County,Lithuania,,,,
213,"UAB ""Palink""",MATCH,"""PALINK"" dirbančiųjų profesinė sąjunga, UAB",301693539,,+370 5 2732728,,,Irina Judina,pirmininkas,,"Taikos g. 8-43, Vilnius",Vilnius,LT-05255,"Sąjungos, fondai, asociacijos",https://rekvizitai.vz.lt/imone/uab_palink_dirbanciuju_prekybininku_profesine_sajunga/,18-001 V; 84-004V; 39-006; 39-005V; 39-001V; 18-049; 18-009 V; 18-050,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MM - Minced Meat Plant,"Vilkaviškio g. 72a, Marijampolė",Marijampolė,Marijampole County,Lithuania,,,,
214,"UAB ""Pecus Balticum""",MATCH,"Pecus Balticum, UAB",305097878,LT100012347710,+370 647 34864,,http://www.PREMIUMjautiena.lt,Paulius Mironas,,,"Archeologų g. 6, LT-47212 Kaunas",Kaunas,LT-47212,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/pecus_balticum/,190012557,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Archeologų g. 6, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
215,"UAB ""Plungės kooperatinė prekyba""",MATCH,"Plungės kooperatinė prekyba, UAB",169985213,LT699852113,+370 448 73170,,http://www.vici.lt,Algirdas Razma,,1013,"Birutės g. 50, LT-90112 Plungė",Plungė,LT-90112,"Maisto gamyba; Didmeninė prekyba; Šaldyti maisto produktai; Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/plunges_kooperatine_prekyba/,520002064,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Veterinarų g. 53, Biruliškių k., Karmėlavos sen., Kauno r.",Biruliškės,Kaunas County,Lithuania,,,,
216,"UAB ""Provincijos mėsa""",MATCH,"Provincijos mėsa, UAB",302766748,LT100007932511,+370 639 59092,,,Rokas Naujokaitis,,56,"Marijampolės g. 1, Gižų k., Vilkaviškio r.",Vilkaviškio r.,LT-70314,"Mėsa, mėsos produktai; Gamyba",https://rekvizitai.vz.lt/imone/provincijos_mesa/,LT 39-08,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Rūdos k., Gižų sen., Vilkaviškio r. sav.",Gižai,Marijampole County,Lithuania,,,,
217,"UAB ""REBA""",MATCH,"Reba, UAB",300077583,LT100001411110,+370 445 42182,,http://www.reba.lt,Egidijus Gendvilas,direktorius,29,"Šiaulių pl. 6, Gestautų k., LT-97162 Kretingos r.",Kretingos r.,LT-97162,"Didmeninė prekyba; Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/reba/,LT 56-01 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Šiaulių pl. 6, Gestautų k., , Kretingos r. sav.",Gestautai,Klaipeda County,Lithuania,,,,
218,"UAB ""RIMI LIETUVA""",MATCH,"Rimi Lietuva, UAB",123715317,LT237153113,+370 5 2461057,,http://www.rimi.lt,Vaidas Lukoševičius,,2838,"Spaudos g. 6-1, LT-05132 Vilnius",Vilnius,LT-05132,Maisto parduotuvės; Mažmeninė prekyba,https://rekvizitai.vz.lt/imone/rimi_lietuva/,42-11,5,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | FFP (Fishery products - EU) | RM (Meat of domestic ungulates) | PM (Meat from poultry and lagomorphs) | RPM (Meat products)",MM - Minced Meat Plant; MP - Meat Preparation Plant | PP - Processing Plant; FFPP - Fresh Fishery Products Plant | CP - Cutting Plant | PP - Processing Plant,"Migūčionių g. 1, Migūčionių k., Elektrėnų sen., Elektrėnų sav.",Gilučiai,Vilnius County,Lithuania,,,,
219,"UAB ""ROMVYGA""",MATCH,"Romvyga, UAB",124260192,LT242601917,+370 5 2691441,,http://www.romvyga.lt,Vytautas Liandsbergis,direktorius,3,"V. A. Graičiūno g. 34, LT-02241 Vilnius",Vilnius,LT-02241,"Muitinių paslaugos, muitinės; Sandėliavimas",https://rekvizitai.vz.lt/imone/romvyga/,r LT PLA288765,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kirtimų g. 57B, Vilnius",Vilnius,Vilnius County,Lithuania,,,,
220,"UAB ""Rokiškio pieno gamyba""",MATCH,"Rokiškio pieno gamyba, UAB",303055649,LT100007720616,+370 389 64402,,http://www.rokiskio.com,Dalius Trumpa,direktorius,261,"Pramonės g. 8, Utena",Utena,LT-28216,"Pienas, pieno produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/rokiskio_pieno_gamyba/,LT 82-01 P EB,2,"MMP (Raw milk, dairy products, colostrum and colostrum-based products) | GEN (General activity establishment - EU)",PP - Processing Plant | CS - Cold Stores,Pramonės g. 8,Utena,Utena County,Lithuania,,,,
221,"UAB ""Roleka""",MATCH,"Roleka, UAB",303384986,LT100008922518,+370 672 44192,,,Vygandas Adomaitis,direktorius,2,"Vaidotų g. 8, Matlaukio k., LT-70349 Vilkaviškio r.",Vilkaviškio r.,LT-70349,Ekspedijavimas,https://rekvizitai.vz.lt/imone/roleka/,LT 39-11,1,RPM (Meat products),PP - Processing Plant,"Vaidotų g. 8, Matlaukio k., Kybartų sen., Vilkaviškio r. sav.",Matlaukys,Marijampole County,Lithuania,,,,
222,"UAB ""Samsonas""",MATCH,"Samsonas, UAB",133140587,LT331405811,+370 37 490670,,http://www.samsonas.lt,Henrikas Urbšta,generalinis direktorius,408,"Europos pr. 38, LT-46369 Kaunas",Kaunas,LT-46369,"Mėsa, mėsos produktai; Didmeninė prekyba; Maisto gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/samsonas/,LT 84-02,1,RM (Meat of domestic ungulates),SH - Slaughterhouse; CP - Cutting Plant,"Sodų g. 23, Vilkeliškių k., Šakių sen., Šakių r. sav.",Vilkeliškiai,Marijampole County,Lithuania,,,,
223,"UAB ""Sanitex""",MATCH,UAB SANITEX,110443493,LT104434917,+370 37 401111,,http://www.sanitex.eu,Ramūnas Kairys,,1178,"Raudondvario pl. 131C, LT-47501 Kaunas",Kaunas,LT-47501,Didmeninė prekyba; Kanceliarijos prekės; Logistikos paslaugos; Pardavimo automatai,https://rekvizitai.vz.lt/imone/sanitex_bendra_lietuvos_jav_imone_uab/,52001016,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Alšėnų g. 10, Kampiškių k., Alšėnų sen., Kauno r.",Alšėnai,Kaunas County,Lithuania,,,,
224,"UAB ""Senieji Teresės mėsos gaminiai""",MATCH,"Senieji Teresės mėsos gaminiai, UAB",303230415,LT100008329614,+370 685 54435,,,Mantas Eitminavičius,direktorius,30,"Dariaus ir Girėno g. 3A, LT-69428 Kazlų Rūda",Kazlų Rūda,LT-69428,Maisto produktai; Gamyba,https://rekvizitai.vz.lt/imone/senieji_tereses_mesos_gaminiai/,LT 58-01,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Dariaus ir Girėno g. 3a, Kazlų Rūda",Kazlų Rūda,Marijampole County,Lithuania,,,,
225,"UAB ""TAURYS""",MATCH,"UAB ""Taurys""",300011672,LT100001036514,+370 684 54221,,,Diana Kelpšienė,direktorė,21,"Beržų g. 20, Kiauleikių k., LT-97225 Kretingos r.",Kretingos r.,LT-97225,"Maisto produktai; Gamyba; Maisto parduotuvės; Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/uab_taurys/,LT 56-02 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Mokyklos g. 2, Vydmantai LT-97222, Kretingos r. sav.,",Vydmantai,Klaipeda County,Lithuania,,,,
226,"UAB ""Uriga""",MATCH,"Uriga, UAB",174383062,LT743830610,+370 345 44580,,http://www.uriga.lt,Vitas Andriuškevičius,direktorius,18,"A. Tatarės g. 54, Lukšiai, LT-71180 Šakių r.",Šakių r.,LT-71180,"Pienas, pieno produktai; Eksportas; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/uriga/,84-02 P,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,"Tatarės g. 54, Lukšių k., Lukšių sen., Šakių r. sav.",Lukšiai,Marijampole County,Lithuania,,,,
227,"UAB ""VIKEDA""",MATCH,"Vikeda, UAB",161438587,LT614385811,+370 618 00088,,https://www.linkedin.com/company/19094447/admin/dashboard/,Algirdas Gauronskis,generalinis direktorius,186,"J. Basanavičiaus g. 2B, LT-57151 Kėdainiai",Kėdainiai,LT-57151,"Maisto produktai; Eksportas; Gamyba; Pienas, pieno produktai",https://rekvizitai.vz.lt/imone/vikeda/,LT 53-05P EB,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,"J.Basanavičiaus g. 2B, Kėdainiai",Kėdainiai,Kaunas County,Lithuania,,,,
228,"UAB ""VINGĖS LOGISTIKA""",MATCH,"VINGĖS LOGISTIKA, UAB",300617360,LT100002895516,+370 46 277040,,http://www.vingeslogistika.lt,Andrius Točko,,80,"Verslo g. 11, LT-94102 Klaipėda",Klaipėda,LT-94102,Logistikos paslaugos; Nekilnojamasis turtas; Sandėliavimas; Transporto paslaugos,https://rekvizitai.vz.lt/imone/uab_vinges_logistika/,LT 21-04 EB,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market,"Verslo g. 11, Klaipėda",Klaipėda,Klaipeda County,Lithuania,,,,
229,"UAB ""VPA LOGISTICS""",MATCH,"VPA LOGISTICS, UAB",301530766,LT100003774411,+370 46 412900,,http://www.vpalogistics.eu,Darius Beinortas,generalinis direktorius,171,"Grįžgatvio g. 6, Klaipėda",Klaipėda,LT-91286,"Geležinkelių transportas; Logistikos paslaugos; Muitinių paslaugos, muitinės; Sandėliavimas",https://rekvizitai.vz.lt/imone/vpa_logistics/,LT 21-21 EB; LT 21-20 EB,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market,"Stariškės g. 29, Laistų k.  LT-95369
Klaipėdos r. sav.",Klaipėda,Klaipeda County,Lithuania,,,,
230,"UAB ""Valdaragis""",MATCH,"Valdaragis, UAB",302971379,LT100007439910,+370 650 66805,,http://www.valdaragis.eu,Valdas Ragėnas,direktorius,6,"Ateities g. 2, Katlėrių k., Anykščių r.",Anykščių r.,LT-29162,Maisto gamyba; Maisto produktai; Transporto paslaugos,https://rekvizitai.vz.lt/imone/uab_valdaragis/,LT34-04EB,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Ateities g. 2, Katlėriai, Skiemonių sen., Anykščių r. sav., LT-29162",Katlėriai,Utena County,Lithuania,,,,
231,"UAB ""Vamėsa""",NO_MATCH,,,,,,,,,,,,,,,LT 58-02,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Čečetų k. 7, Kazlų Rūdos sen., Kazlų Rūdos sav.",Čečetai,Marijampole County,Lithuania,,,,
232,"UAB ""Vigesta""",MATCH,"Vigesta, UAB",166779286,LT667792811,+370 686 31976,,http://www.vigesta.lt,Darius Matiukas,direktorius,148,"Naikių g. 16, LT-89126 Mažeikiai",Mažeikiai,LT-89126,"Mėsa, mėsos produktai; Didmeninė prekyba; Gamyba; Maisto parduotuvės",https://rekvizitai.vz.lt/imone/vigesta/,61-12,4,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | GEN (General activity establishment - EU) | RM (Meat of domestic ungulates) | RPM (Meat products)",MP - Meat Preparation Plant; MM - Minced Meat Plant | CS - Cold Stores | CP - Cutting Plant | PP - Processing Plant,"Naikių g. 16, Mažeikiai, Mažeikių r. sav.",Mažeikiai,Telsiai County,Lithuania,,,,
233,"UAB ""Vičiūnai ir partneriai""",MATCH,"Vičiūnai ir partneriai, UAB",171757754,LT717577515,+370 448 73170,,http://www.vici.eu,Artūras Rudgalvis,,725,"Birutės g. 50, LT-90112 Plungė",Plungė,LT-90112,"Žuvininkystė, žuvies produktai; Gamyba",https://rekvizitai.vz.lt/imone/viciunai_ir_partneriai/,520002066,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Veterinarų g. 53, Biruliškių k., Karmėlavos sen., Kauno r.",Biruliškės,Kaunas County,Lithuania,,,,
234,"UAB ""Šilo garsai""",NO_MATCH,,,,,,,,,,,,,,,19-29,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Europos pr. 122, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
235,"UAB ""ŽUVITA""",MATCH,"Žuvita, UAB",305733625,LT100014455910,+370 652 30919,,,,,71,"Verslo g. 6, Klaipėda",Klaipėda,LT-94102,"Žuvininkystė, žuvies produktai; Maisto produktai",https://rekvizitai.vz.lt/imone/zuvita/,LT 21-35 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Verslo g. 6, LT-94102 Klaipėda",Klaipėda,Klaipeda County,Lithuania,,,,
