stt,name,business_id,website,email,phone,address,postal_code,city,cities_all,province,keywords_found,offices_count,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url,tag_doanh_nghiep_maps,dia_chi_maps,nguon_enrich
1050,Jalog Oy,3246963-9,,jalogoy@gmail.com,,Hoitotie 4 B 25,96400,ROVANIEMI,ROVANIEMI,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,42,,4,,,https://www.finder.fi/yritys/3691892,,,
1051,Jalon Liikenne Oy,0459123-1,https://www.tilausajoturku.fi,,02 235 6900,Riitasuonkatu 27,20360,TURKU,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,10662,,125,,,https://www.finder.fi/yritys/186098,,,None
1052,Jama.sayid,3475697-3,,zydli328@gmail.com,045 329 2068,,,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4139627,,,
1053,Jamarck Oy,3651622-8,,,,,,SÄÄSKJÄRVI,SÄÄSKJÄRVI,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4335036,,,
1054,Janwall Oy Ltd,2194355-0,https://www.janwall.fi,juha.parnanen@janwall.fi,040 065 3907,Olavinkatu 53,57100,SAVONLINNA,SAVONLINNA,Etelä-Savon maakunta,Henkilöstövuokraus,1,30110,Siviilikäyttöön tarkoitettujen laivojen ja kelluvien rakenteiden rakentaminen,Henkilöstövuokraus,Osakeyhtiö,113,1,-23,,,https://www.finder.fi/yritys/1900754,,,
1055,Jartovaara,3128906-2,,jartovaara@gmail.com,045 879 9614,Vasamakatu 6 A 7,04230,KERAVA,KERAVA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3694407,,,
1056,Jasmin Lampinen,3609850-5,,jasmin.m.lampinen@gmail.com,,Tarkk'Ampujankatu 14 A 17,00150,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4286158,,,
1057,Jebokab Oy,3435217-8,,,,Maamiehenkuja 79 G,00760,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,10,,-4,,,https://www.finder.fi/yritys/4094109,,,
1058,Jelotelli,2953397-8,,,,,,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,88109,"Muu ikääntyneiden, vammaisten ja kehitysvammaisten sosiaalihuollon avopalvelutoiminta",Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4116351,,,
1059,JenTes,2162923-8,,kristian.koivusaari@gmail.com,03 811 9409,,,Lahti,Lahti,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1702585,,,
1060,JerMu Works Oy,3584972-5,,jermuworksoy@gmail.com,040 159 6894,,,KANNUS,KANNUS,Keski-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4255381,,,
1061,Jere Arvola Oy,3568433-4,,,,,,OKSAVA,OKSAVA,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4239265,,,
1062,Ab Jesso,3369563-8,https://www.pikazzo.fi,,,,,KUUSANKOSKI,KUUSANKOSKI,Kymenlaakson maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,117,2,,,,https://www.finder.fi/yritys/4014410,,,
1063,JiiMVee Oy,3422306-9,,,,Huurutie 2 C 37,90630,OULU,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,68,1,3,,,https://www.finder.fi/yritys/4080798,,,
1064,Jiinow Rooble Taksi Oy,3447968-9,,,044 242 6300,,,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,41,,-1,,,https://www.finder.fi/yritys/4110201,,,
1065,Jjj-Invest Oy,2937691-7,,jani.kaunismaki83@luukku.com,050 357 9310,Kastulantie 4,39660,LAPINNEVA,LAPINNEVA,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,4,60,,,https://www.finder.fi/yritys/3243596,,,
1066,JJK-Palvelu Ky,1948678-4,,jkoivunu@welho.com,044 946 3740,Pakkalanrinne 7 A 4,01510,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/921052,,,
1067,Jl Fix Ab,3309326-6,,,044 237 2302,Västerbyvägen 7,68560,EUGMO,EUGMO,Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,41,,-6,,,https://www.finder.fi/yritys/3860673,,,
1068,JL-Service,1715482-3,,,040 085 0161,Mäntymäentie 22,12700,LOPPI,LOPPI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/880518,,,
1069,Jo-Ri Yhtiöt Oy,2891171-1,,,050 308 3083,Keilatie 1,71470,ORAVIKOSKI,ORAVIKOSKI,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,123,2,5,,,https://www.finder.fi/yritys/3207982,,,
1070,JoKa Group Oy,2914588-7,,,,Valjaspolku 7 K 13,92150,RAAHE,RAAHE,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,82,2,11,,,https://www.finder.fi/yritys/3227373,,,
1071,Job Design Oy,2210069-4,,pauli.juusola@luukku.com,040 558 7376,Viirinmäki 14,92210,ARKKUKARI,ARKKUKARI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,115,3,-2,,,https://www.finder.fi/yritys/2024924,,,
1072,Job To Do Oy,3262631-5,https://www.jobtodo.fi,info@jobtodo.fi,040 900 8243,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,659,20,-37,,,https://www.finder.fi/yritys/3768332,,,
1073,JobFocus Oy,3620546-2,,,,,,ROVANIEMI,ROVANIEMI,Lapin maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4301982,,,
1074,JobMakers Oy,3118503-6,,timok.laukkanen@outlook.com,040 082 7261,,,TURKU,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,254,,,,,https://www.finder.fi/yritys/3362411,,,
1075,JobNord OÜ sivuliike Suomessa,3295304-1,https://www.jobnord.fi,kai@jobnord.fi,045 600 9495,Antinkatu 3 D 7,00100,HELSINKI,HELSINKI,,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Ulkom.elinkeinonharj.sivuliike,969,17,-55,,,https://www.finder.fi/yritys/4082798,,,
1076,JobVersum Oy,3518339-6,,,,,,Pori,Pori,Satakunnan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4188833,,,
1077,Jobby Oy,3611736-6,,,,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4292151,,,
1078,Jobexio Talent Agency Oy,3322807-9,https://www.jobexio.fi,harri.vesterinen@jobexio.com,041 510 5860,,,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1325,,8,,,https://www.finder.fi/yritys/3882736,,,
1079,Jobifinder Oy,3569880-8,https://www.yritysfinder.fi,info@yritysfinder.fi,,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,1,-3,,,https://www.finder.fi/yritys/4241074,,,
1080,Joblink Hyllytys Oy,2874757-9,https://www.joblink.fi,antti.kimpimaki@joblink.fi,050 370 7310,Linnoitustie 9,02600,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3405,7,2,,,https://www.finder.fi/yritys/3199362,,,
1081,Joblink NorthEast Oy,3370042-5,https://joblink.fi,antti.kimpimaki@joblink.fi,,Linnoitustie 9,02600,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,429,,-5,,,https://www.finder.fi/yritys/4014625,,,
1082,Joblink Oy,2041286-2,https://www.joblink.fi,kauppa@joblink.fi,010 207 4310,Linnoitustie 9,02600,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,17261,487,144,,,https://www.finder.fi/yritys/960821,,,
1083,Jobnet Oy,1515070-6,https://www.jobnet.fi,jobnet@jobnet.fi,09 292 2107,Juholankatu 22 A 10,04400,JÄRVENPÄÄ,JÄRVENPÄÄ,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2201,34,-27,,,https://www.finder.fi/yritys/141795,,,
1084,Jobros Oy,3175507-8,https://www.jobros.fi,jaakko.jatinvuori@jobros.fi,044 255 0505,Yliopistonkatu 31 A 18,20100,TURKU,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,5656,29,306,,,https://www.finder.fi/yritys/3547801,,,
1085,JoeVi Palvelut Oy,3197063-2,,joevipalvelut@gmail.com,010 592 1780,Merivirta 14 F 48,02320,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,82,,2,,,https://www.finder.fi/yritys/3573112,,,
1086,Joensuun Tori-Carlson Oy,2059366-7,,,020 742 7000,Kauppakatu 36,70110,KUOPIO,KUOPIO,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,559,11,,,,https://www.finder.fi/yritys/1241371,,,
1087,Johannes Terveyspalvelut Oy,2475554-7,,murra.yahya@gmail.com,045 656 7186,,,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,61,2,7,,,https://www.finder.fi/yritys/2693998,,,
1088,Jokatyö A. Pietilä,2663085-2,,,,Pihlajapolku 5,04600,MÄNTSÄLÄ,MÄNTSÄLÄ,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3053488,,,
1089,Jokilaaksojen Nuorten Tuki ry,1836135-7,https://www.snack.fi,auli.mikkola@snack.fi,050 542 3404,Kauppakatu 21 A 2,85800,HAAPAJÄRVI,HAAPAJÄRVI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Aatteellinen yhdistys,,,,,,https://www.finder.fi/yritys/2918523,,,
1090,Jokisen Jouni Oy,3458111-4,,,,,,HUITTINEN,HUITTINEN,Satakunnan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,79,,12,,,https://www.finder.fi/yritys/4121542,,,
1091,Jokotai Osuuskunta,3096566-3,,,,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,96,,3,,,https://www.finder.fi/yritys/3338518,,,
1092,Joonas Kuure Oy,3502849-2,,kuure.joonas@gmail.com,,,,TORNIO,TORNIO,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,57,1,5,,,https://www.finder.fi/yritys/4169631,,,
1093,Joonas Virrankari Oy,3584570-8,,,,Huosiusniementie 5,89200,PUOLANKA,PUOLANKA,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4255091,,,
1094,Jori Kaksonen,3231156-7,,jori.kaksonen@gmail.com,050 491 1548,Honkakaari 15,21110,NAANTALI,NAANTALI,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3680344,,,
1095,Jot-Rent Oy,0839349-4,https://www.jot-rent.fi,info@jot-rent.fi,08 221 707,Huoltokatu 4,92150,RAAHE,RAAHE,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Rekrytointi; Teollisuuden kunnossapito,Osakeyhtiö,4063,78,295,,,https://www.finder.fi/yritys/142191,,,
1096,Jsn-Service Oy,3396297-8,,,050 919 5249,Käpytie 3 B 6,36600,PÄLKÄNE,PÄLKÄNE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,145,2,13,,,https://www.finder.fi/yritys/4048806,,,
1097,Ju-Jok Oy,2785594-9,,,040 042 8647,Papinsillantie 219,30100,FORSSA,FORSSA,Kanta-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,51,,-46,,,https://www.finder.fi/yritys/3145353,,,
1098,Ju-Pena Oy,2272037-5,,,040 090 8708,Turkimustie 13,39200,KYRÖSKOSKI,KYRÖSKOSKI,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,126,1,42,,,https://www.finder.fi/yritys/2186690,,,
1099,JuMa Option Oy,3473317-3,,,,,,REVONLAHTI,REVONLAHTI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-6,,,https://www.finder.fi/yritys/4136859,,,
1100,JuhAnne Oy,3317024-1,,juhanneoy@gmail.com,040 575 8587,Saloharjuntie 256,72600,KEITELE,KEITELE,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,8,,-3,,,https://www.finder.fi/yritys/3873936,,,
1101,Jukka Iiliäinen,1157270-9,,,,Hauenkalliontie 4,02170,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4296934,,,
1102,Junico Oy,3492096-4,,,,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,41,1,2,,,https://www.finder.fi/yritys/4155492,,,
1103,Junnila Joni,2040388-6,,junnilaoy@gmail.com,040 758 0959,Vanhamaantie 29 B 29,86170,YPPÄRI,YPPÄRI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1237414,,,
1104,Junnu Palvelut Oy,3414948-7,,,,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,1,,,https://www.finder.fi/yritys/4072487,,,
1105,Juno Shipping Oy,3195040-4,,,,Hevoskarintie 23,20100,TURKU,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3571010,,,
1106,Juopporenki Oy,3234014-9,,juopporenki@gmail.com,040 515 3742,,,LIMINKA,LIMINKA,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,96,1,7,,,https://www.finder.fi/yritys/3658332,,,
1107,Juslog Oy,3471572-5,,,,,,KYRÖSKOSKI,KYRÖSKOSKI,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,376,4,15,,,https://www.finder.fi/yritys/4135296,,,
1108,Juster Palvelut Oy,3598276-1,,,,,,KERAVA,KERAVA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4273520,,,
1109,Jutove Oy,3090809-5,,,,,,PERÄSEINÄJOKI,PERÄSEINÄJOKI,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,70,,67,,,https://www.finder.fi/yritys/3332003,,,
1110,Juuresranta Oy,3228691-2,,anderssonatte@gmail.com,044 975 5602,Tanhumäentie 10,04420,JÄRVENPÄÄ,JÄRVENPÄÄ,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,83,1,14,,,https://www.finder.fi/yritys/3638183,,,
1111,Juvera Consulting Oy,3573614-9,,,,,,PIRKKALA,PIRKKALA,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4245393,,,
1112,Juvi Works Oy,3596865-2,,,,,,KALAJOKI,KALAJOKI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4271872,,,
1113,Jwd Palvelut Pohjoinen Oy,3155440-1,,,,Kempeleentie 7,90400,OULU,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,995,13,-91,,,https://www.finder.fi/yritys/3512969,,,
1114,Jälkipyykki Oy,3301903-1,,,,,,ALA-TEMMES,ALA-TEMMES,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,81210,Kiinteistöjen siivous,Henkilöstövuokraus,Osakeyhtiö,27,1,6,,,https://www.finder.fi/yritys/3847671,,,
1115,Jänkä-Lapin Hlv Oy,2932816-5,,jankalappihlv@gmail.com,040 171 3173,Siljotie 4 B 7,99600,SODANKYLÄ,SODANKYLÄ,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,598,13,8,,,https://www.finder.fi/yritys/3240749,,,
1116,Järvimäki HR Solutions Oy,3267986-3,,,,Tuottajantie 53,60100,SEINÄJOKI,SEINÄJOKI,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1218,16,,,,https://www.finder.fi/yritys/3778188,,,
1117,K Med Oy,2564056-5,,kaarel.kilk@gmail.com,040 017 6647,,,HELSINKI,HELSINKI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,14,,9,,,https://www.finder.fi/yritys/2825078,,,
1118,K&M Logistics Oy,3220138-4,,asiakaspalvelu@kmlogistics.fi,044 972 9353,Nuijamiestentie 5 B,00400,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,593,8,-36,,,https://www.finder.fi/yritys/3602426,,,
1119,K-Niemet Oy,2454436-0,,,050 408 2673,Salmelantie 75,04660,NUMMINEN,NUMMINEN,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,11,2,1,,,https://www.finder.fi/yritys/2651231,,,
1120,KA-Uranen Oy,3432190-2,https://www.rouvarekry.fi,,,Riekontie 17,49410,POITSILA,POITSILA,Kymenlaakson maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,28,,-2,,,https://www.finder.fi/yritys/4090745,,,
1121,KAS Heljanko tmi,3176208-3,,,,Myllykoskentie 9,07170,PORNAINEN,PORNAINEN,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3549491,,,
1122,KES Palvelut Oy,3019825-7,,info@kespalvelut.com,040 048 5060,,,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,43,1,-1,,,https://www.finder.fi/yritys/3321492,,,
1123,KGB Henkilöstöpalvelut Oy,3009763-2,,,,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,210,3,3,,,https://www.finder.fi/yritys/3310099,,,
1124,KGF group Oy,3343436-6,,unaiskhan.finn@gmail.com,045 320 3024,,,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,891,10,47,,,https://www.finder.fi/yritys/3980708,,,
1125,KJ Group Oy,3331387-1,,,,Puutarhakatu 3 A 70,70300,KUOPIO,KUOPIO,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,107,2,-14,,,https://www.finder.fi/yritys/3965280,,,
1126,KL Henkilöstöpalvelut Oy,3296565-9,,,,Linnankatu 26 A,20100,TURKU,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1281,26,63,,,https://www.finder.fi/yritys/3838935,,,
1127,KLM Power Oy,3283905-4,,info@klmpower.fi,,Syväsatamantie 10,49460,HAMINA,HAMINA,Kymenlaakson maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2,,,,,https://www.finder.fi/yritys/3815108,,,
1128,KMA Yhtiöt Oy,3270895-1,https://www.kmayhtiot.fi,kirsi.makinen@kmayhtiot.fi,,,,TURKU,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,396,7,-20,,,https://www.finder.fi/yritys/3784223,,,
1129,KOU Palvelu Oy,1741189-3,https://www.lisapalvelu.net,kouvola@lisapalvelu.net,,Salpausselänkatu 40,45100,KOUVOLA,KOUVOLA,Kymenlaakson maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Siivousliike,Osakeyhtiö,,,-12,,,https://www.finder.fi/yritys/500449,,,
